Brand,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l
Abarth,8.0,Joop Stolze Classic Cars,service,Belgium,Lier,"Lierweg 34a, 2678 CW De Lier, Netherlands",TTC,Brea,"3,133","9,634","1,064","2,069",421
European Brands,,1st Choice Car & Body Repairs Ltd,service,,,"31G Park Road, Faringdon Oxfordshire SN7 7BP, UK",NNG,,"3,584","10,614","1,215","2,369",481
European Brands,,"2shores International, Inc.",service,,,"11856 Conestoga Drive, Grass Valley, CA 95949, USA",NNG,,"3,584","10,614","1,215","2,369",481
European Brands,,45 Classic Garage SAS,service,Italy,Vittoria,"Viale Macallè, 45, 13900 Biella, Province of Biella, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
European Brands,,Albers Sportscars V.O.F.,service,Netherlands,Zwolle,"Kruisstraat 3, 9581 EA Musselkanaal, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Atelier Automobile,service,Germany,Zwickau,"Wiebestraße 36-37, 10553 Berlin, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
European Brands,,Authentic Motorcars,service,Ghana,Wa,"17351 Northeast 70th Street, Redmond, WA 98052, USA",WZA,Wa,,,,,
European Brands,,Auto Salon Stich,service,Austria,Wolfsberg,"Stachegasse 18, 1120 Vienna, Austria",VCE,Venice,503,"1,964",185,318,73
European Brands,,Autobedrijf Wim Polman,service,Netherlands,Zwolle,"Postduifstraat 3, 5451 JS Mill, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Autofocus AG Goodtimer,service,Switzerland,Zürich,"Hauptstrasse 23, 9430 St. Margrethen, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
European Brands,,Aventura Motors,service,United Kingdom,Southampton,"625 County Road 39A, Southampton, NY 11968, USA",SOU,Southampton,429,"1,536",162,266,64
European Brands,,Baltus Classic,service,Germany,Zwickau,"Am Stadtholz 24-26, 33609 Bielefeld, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
European Brands,,Body By Crome Ltd,service,Canada,Abbotsford,"1617 Ovens Rd, Newtonville, ON L0A 1J0, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
European Brands,,C.F. Mirbach GmbH&Co,service,Germany,Zwickau,"Gutenbergstraße 11, 85646 Anzing, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
European Brands,,Car Collection Franz Wittner GmbH,service,Austria,Wolfsberg,"Winklingerstraße 14-16, 4407 Dietach, Austria",VCE,Venice,503,"1,964",185,318,73
European Brands,,Cathedral Classics,service,Germany,Zwickau,"Am Stadtholz 24-26, 33609 Bielefeld, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
European Brands,,Christoph Grohe SA,service,Switzerland,Zürich,"Route d'Allaman 10, 1173 Féchy, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
European Brands,,Classic Garage,service,Sweden,Umeå,"Styckjunkarvägen 2A, 632 36 Eskilstuna, Sweden",UME,Umeå,885,"3,444",312,573,123
European Brands,,Classic Motor Action,service,Belgium,Zwijndrecht,"Burchthof 8, Avelgem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Classic Road,service,Colombia,Madrid,"Calle de Antonio Maura, 20, 28014 Madrid, Spain",MAD,Madrid,149,562,73,76,20
European Brands,,Classica Performance,service,Austria,Wolfsberg,"Wasserfeldstraße 15, 5020 Salzburg, Austria",VCE,Venice,503,"1,964",185,318,73
European Brands,,ClassicMeile GmbH,service,Germany,Zwickau,"Fraunhoferstraße 88, 87700 Memmingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
European Brands,,Classics & Cabriolets Collection,service,United Kingdom,Rochford,"Pelhams Farm, Hall Road, Rochford SS4 1PD, UK",CDW,Essex,"1,552","5,492",535,"1,017",211
European Brands,,DTR European Sports Cars,service,,,"28 Breakfield, Coulsdon CR5 2HS, UK",NNG,,"3,584","10,614","1,215","2,369",481
European Brands,,"European Autobody, Inc.",service,United States,Boca Raton,"4453 Oak Cir, Boca Raton, FL 33431, USA",BCT,Boca Raton,"1,981","6,687",678,"1,302",268
European Brands,,Eurospec Cars,service,United States,Morrisville,"1113 Copeland Oaks Dr, Morrisville, NC 27560, USA",MVL,Morrisville,"1,459","5,235",504,956,199
European Brands,,Fast Classics,service,,,"Rudgwick Brickworks, Lynwick St, Rudgwick, Horsham RH12 3DH, UK",NNG,,"3,584","10,614","1,215","2,369",481
European Brands,,Franks Originale,service,Switzerland,Zürich,"Werkstrasse 4, 6010 Kriens, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
European Brands,,Funcars,service,Belgium,Zwijndrecht,"Eegene 7, 9200 Dendermonde, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Garage Fritz Speich AG,service,Switzerland,Zürich,"Dufourstrasse 29, 8008 Zürich, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
European Brands,,Glen Shelly Auto Brokers,service,United States,Erie,"3000 Airport Dr Unit #406, Erie, CO 80516, USA",ERI,Erie,"1,700","5,904",584,"1,115",231
European Brands,,Golden-Years,service,Netherlands,Zwolle,"Bergstraat 21, 5298 VJ Liempde, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Handelsonderneming Gijs van Geloven,service,Netherlands,Zwolle,"Staalweg 1, 2612 KK Delft, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Hunting Ridge Motors Inc.,service,United States,Columbus,"41 Columbus Ave, Mt Kisco, NY 10549, USA",CLU,Columbus,"1,907","6,481",654,"1,253",259
European Brands,,João & Ca Lda,service,Portugal,Vila Franca de Xira,"R. João das Regras 320, 4000-291 Porto, Portugal",DES,Vila Franca de Xira,"2,579","8,231",879,"1,701",348
European Brands,,K-TEC Ralley,service,Australia,Whyalla,"11 Donovan Street, Osborne Park WA 6017, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
European Brands,,Klassik Garage Kronberg GmbH & Co. KG,service,Germany,Zwickau,"Rudolf-Diesel-Straße 20B, 65760 Eschborn, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
European Brands,,Kollector Sàrl,service,Luxembourg,Luxembourg,"71 Rue de Luxembourg, 8440 Steinfort, Luxembourg",LUX,Luxembourg,489,"1,759",182,307,51
European Brands,,Kucarfa BV,service,Netherlands,Zwolle,"Stephensonweg 13, 4207 HA Gorinchem, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Majestic Motors Ltd,service,New Zealand,Wellington,"341 Queen Street, Masterton 5810, New Zealand",WLG,Wellington,"8,095","19,647","2,725","5,370","1,078"
European Brands,,Marreyt Classics BvBA,service,Belgium,Zwijndrecht,"Dumortierlaan 116, 8300 Knokke-Heist, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,MB Vintage Cars,service,United States,Elyria,"198 Parmely Ave, Elyria, OH 44035, USA",CGF,Cleveland,"1,743","6,026",599,"1,145",237
European Brands,,Mierlo Oldtimer,service,Netherlands,Zwolle,"Braaksestraat 6, 5709 JB Helmond, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Milestone Motorcars,service,United States,Boynton Beach,"3300 SW 14th Pl, Boynton Beach, FL 33426, USA",OSB,Boynton Beach,"2,111","7,046",722,"1,389",286
European Brands,,Monaco Auto Collection,service,United States,Wadsworth,"289 Broad St, Wadsworth, OH 44281, USA",CGF,Cleveland,"1,743","6,026",599,"1,145",237
European Brands,,Northwest European,service,Ghana,Wa,"1420 NW Gilman Blvd #2225, Issaquah, WA 98027, USA",WZA,Wa,,,,,
European Brands,,Paul Russell and Company,service,United States,Essex,"106 Western Avenue, Essex, MA 01929, USA",CDW,Essex,"1,552","5,492",535,"1,017",211
European Brands,,PPW Motorcars,service,Canada,Terrace,"9350 Woodson Terrace Industrial Court, St. Louis, MO 63134, USA",YXT,Terrace,"2,572","8,214",876,"1,696",347
European Brands,,Sportwagen Teiber,service,Germany,Zwickau,"Gewerbepark 8a, 85646 Anzing, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
European Brands,,Squire Motors,service,United States,Camden,"100 Mount Battie Street, Camden, ME 04843, USA",CDH,Camden,"2,217","7,313",757,"1,459",300
European Brands,,Superfast,service,Belgium,Zwijndrecht,"Rietkolk 102, 3920 Lommel, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Swedish Motors,service,United States,Decatur,"7 North Decatur Street, Marietta, PA 17547, USA",DCU,Decatur,"2,018","6,792",691,"1,327",273
European Brands,,The Cultivated Collector,service,,,"19 Vitti St, New Canaan, CT 06840, USA",NNG,,"3,584","10,614","1,215","2,369",481
European Brands,,The Smiekel Collection,service,,,"3787 Transport Street, Ventura, CA 93003, USA",NNG,,"3,584","10,614","1,215","2,369",481
European Brands,,The Toy Shop,service,New Zealand,Wellington,"196 McLeod Road, Te Atatū South, Auckland 0610, New Zealand",WLG,Wellington,"8,095","19,647","2,725","5,370","1,078"
European Brands,,Van der Hoff Classic Cars,service,Netherlands,Zwolle,"Veldhovenring 68A, 5041 BD Tilburg, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Van der Hulst Automotive,service,Netherlands,Zwolle,"Uraniumweg 48, 3812 RK Amersfoort, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Vintage Garage Bvba,service,Belgium,Zwijndrecht,"Scheersmolendreef 12, 1840 Londerzeel, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
European Brands,,Zukowsky Classic Cars,service,Germany,Zwickau,"Süntelstraße 20a, 22457 Hamburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Facel Vega,,Amicale Facel Holland,service,Netherlands,Zwolle,"De Vesting 24, 7722 GA Dalfsen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Facel Vega,,Diemer & Dalheimer GmbH,service,Germany,Zwickau,"Elversberger Str. 40A, 66386 Sankt Ingbert, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Facel Vega,,JB Classic Cars,service,Netherlands,Zwolle,Voshol 2/A 2411 NP Bodegraven Netherlands,HLM,Holland,"1,850","6,322",634,"1,215",251
Facel Vega,,Vega Passion,service,France,Yerres,"Za Le Petit Rocher, 3 Impasse du Ru, Vulaines-sur-Seine, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Ferrari,,24Hundred: The Dino Workshop,service,United States,Kent,"Honnington Farm, Vauxhall Lane, Southborough, Tunbridge Wells, Kent TN4 0XD, UK",XCM,Kent,"1,750","6,043",601,"1,149",238
Ferrari,,Algar Ferrari of Philadelphia,service,United Kingdom,Lancaster,"1234 E Lancaster Ave, Bryn Mawr, PA 19010, USA",LNS,Lancaster,"1,620","5,682",557,"1,062",220
Ferrari,,AME Engineering,service,Netherlands,Zwolle,"Panhuizerweg 14A, 4041 CN Kesteren, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Ferrari,,Autofficina Sauro,service,Italy,Vittoria,"Via del Fonditore, Bologna, BO 40137, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Ferrari,,Barkaways,service,,,"Unit 6, Branbridges Road, East Peckham, Tonbridge TN12 5LG, UK",NNG,,"3,584","10,614","1,215","2,369",481
Ferrari,,Bell Sport & Classic,service,Australia,St Albans,"Hillview, Luton Rd, Markyate, St Albans AL3 8QE",STS,St Albans,"2,938","9,140",999,"1,939",395
Ferrari,,Berlinetta Motorsports Ltd,service,United States,Huntington,"102 Lenox Rd, Huntington Station, NY 11746, USA",HTS,Huntington,"1,825","6,253",626,"1,199",248
Ferrari,,Bob Houghton LTD,service,Australia,Cheltenham,"Midwinter Rd, Northleach, Cheltenham GL54 3JD, UK",GLO,Cheltenham,446,"1,608",168,278,66
Ferrari,,Bobileff Motorcar Company,service,Costa Rica,San Diego,"9219 Mira Este Ct, San Diego, CA 92126, USA",SAN,San Diego,"2,963","9,203","1,007","1,956",398
Ferrari,,Cavallino Market,service,France,Yerres,"25 Allées Marines, 64100 Bayonne, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Ferrari,,Classic Ferrari Parts,spare parts,United Kingdom,Wishaw,"Overgreen Farm, Church Lane, Wishaw, Sutton Coldfield B76 9QH, UK",WTD,West End,"1,939","6,572",665,"1,275",263
Ferrari,,Continental AutoSports Ferrari,service,United States,Hinsdale,"420 E Ogden Ave, Hinsdale, IL 60521, USA",FCS,Colorado,"2,451","7,907",836,"1,615",331
Ferrari,,DinoParts,service,Germany,Zwickau,"Weidenhäuser Straße 9A, 37269 Eschwege, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ferrari,,DK Engineering,service,United States,Green,"Little Greenstreet Farm, Green St, Chorleywood, Rickmansworth WD3 6EA, UK",RVR,Green,"2,598","8,279",885,"1,713",350
Ferrari,,Eberlein Automobile GmbH,service,Germany,Zwickau,"Leipziger Straße 282-284, 34123 Kassel, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ferrari,,Emilia Auto,service,Germany,Zwickau,"Heselstücken 19, 22453 Hamburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ferrari,,Exclusive Motorcars,service,Turkey,Van,"7909 Van Nuys Boulevard, Van Nuys, CA 91402, USA",VAN,Van,"1,213","4,547",421,792,167
Ferrari,,Fast Cars Ltd.,service,Turkmenistan,Mary,"630 Mary Ann Drive, Redondo Beach, CA 90278, USA",MYP,Mary,"1,768","6,095",607,"1,161",240
Ferrari,,Ferrari Classiche,service,Canada,Abbotsford,"3980 Rue Jean-Talon O, Montréal, QC H3N 1R6, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
Ferrari,,Forza 288,service,United Kingdom,Christchurch,"Black Horse Barn, Bockhampton Rd, Christchurch BH23 7AG, Christchurch, UK",CHC,Christchurch,"8,044","19,544","2,708","5,336","1,071"
Ferrari,,Forza Service,service,Netherlands,Zwolle,"Galliërsweg 6G, 5349 AT Oss, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Ferrari,,Foskers,service,,,"Unit 5, Brands Hatch Park, Scratchers Lane, West Kingsdown DA3 8PU, UK",NNG,,"3,584","10,614","1,215","2,369",481
Ferrari,,Francorchamps Motors Brussels S.A.,service,Belgium,Zwijndrecht,Chaussée de Namur 250 1300 Wavre Belgium,HLM,Holland,"1,850","6,322",634,"1,215",251
Ferrari,,Furlonger Specialist Cars,service,United Kingdom,Ashford,"Chart Enterprise Park Dencora Way, Ashford TN23 4FL, UK",LYX,Ashford,449,"1,618",169,280,67
Ferrari,,Gipimotor,service,Belgium,Zwijndrecht,"Avenue du Cimetière de Bruxelles 89, 1140 Evere, Brussels, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Ferrari,,GTO Engineering,service,,,"GTO House, Floral Mile, Hare Hatch, Twyford RG10 9ES, UK",NNG,,"3,584","10,614","1,215","2,369",481
Ferrari,,GTO Engineering,service,United States,Los Angeles,"1450 S La Cienega Blvd, Los Angeles, CA 90035, USA",WHP,Los Angeles,"2,955","9,185","1,004","1,951",397
Ferrari,,Hill Engineering,spare parts,United Kingdom,Orpington,"Valley House, Cray Avenue, Orpington BR5 3RZ, UK",LGW,London,427,"1,590",160,267,42
Ferrari,,Jeremy Cottingham,service,Canada,London,"42 Upper Berkeley Street, London W1H 5PW, UK",LGW,London,427,"1,590",160,267,42
Ferrari,,Jim Carpenter Italian Design and Racing,service,United States,Mesa,"55 E Southern Ave, Mesa, AZ 85210, USA",AZA,Mesa,"1,255","4,667",435,820,172
Ferrari,,Joe Macari – Performance Cars London,service,Canada,London,"249-251 Merton Road, London SW18 5EB, UK",LGW,London,427,"1,590",160,267,42
Ferrari,,Kent High Performance Cars,service,United Kingdom,Maidstone,"Cavallino Building, Bircholt Road, Maidstone, Kent ME15 9YG, UK",XCM,Kent,"1,750","6,043",601,"1,149",238
Ferrari,,Kessel Classic,service,Switzerland,Zürich,"Via Pian Scairolo 26, 6915 Pambio Noranco, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Ferrari,,Maranello Classic Parts,spare parts,,,"Unit B8, Thorpe Industrial Estate, Crabtree Rd, Egham TW20 8RN, UK",NNG,,"3,584","10,614","1,215","2,369",481
Ferrari,,Mario Bernardi Klassische Automobile,service,Germany,Zwickau,"Welfenstraße 1, 34346 Hann. Münden, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ferrari,,Modena Motorsport,service,Germany,Zwickau,"Ernst-Tellering-Straße 60, 40764 Langenfeld, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ferrari,,Nick Cartwright Specialist Cars,service,United States,Brookfield,"3-4 Brookfield Way, Tansley, Matlock DE4 5FY, UK",AIV,Downers Grove,"2,085","6,978",713,"1,372",282
Ferrari,,Niki Hasler AG,service,Switzerland,Zürich,"Hardstrasse 15, 4052 Basel, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Ferrari,,QV London Ltd,service,Canada,Windsor,"Unit A1, Fairacres Industrial Estate, Dedworth Road, Windsor SL4 4LE, UK",YQG,Windsor,"1,773","6,108",609,"1,164",241
Ferrari,,Rardley Motors Ferrari Specialist,service,Canada,Surrey,"Headley Road, Grayshott Hindhead, Surrey, GU26 6LB , UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
Ferrari,,Roelofs Engineering,service,Netherlands,Zwolle,"Arnhemsestraatweg 271, 6991 JG Rheden, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Ferrari,,SMDG Performance Ltd,service,,,"Unit 12, Ridge Farm, Horsham Rd, Rowhook, UK",NNG,,"3,584","10,614","1,215","2,369",481
Ferrari,,Superformance UK Ltd,spare parts,,,"Unit G1, R D Park, Stephenson Close, Hoddesdon EN11 0BW, UK",NNG,,"3,584","10,614","1,215","2,369",481
Ferrari,,Talacrest,service,United Kingdom,Bracknell,"Willow Farm, Bottle Lane, Warfield, Bracknell RG42 5RX, UK",YQG,Windsor,"1,773","6,108",609,"1,164",241
Ferrari,,Tom Vail’s All Ferrari Parts,spare parts,,,"740 Beta Dr, Mayfield, OH 44143, USA",NNG,,"3,584","10,614","1,215","2,369",481
Ferrari,,Zanasi Group,service,Italy,Vittoria,"Via Giuseppe Farina, 31, Maranello, Province of Modena, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Alfa Romeo,3.0,Garage Stevens B.V.,service,Netherlands,Zwolle,"Geleenstraat 60, 6155 ND Puth, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Abarth,8.0,Joop Stolze Classic Cars,service,Belgium,Lier,"Lierweg 34a, 2678 CW De Lier, Netherlands",TTC,Brea,"3,133","9,634","1,064","2,069",421
Fiat,,500Ricambi,spare parts,Italy,Vittoria,"Via Case Rosse, 84131 Salerno, SA, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Fiat,,Andy’s Spiders,service,Canada,Abbotsford,"1127 Barmac Dr, Toronto, North York, ON M9L 1X5, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
Fiat,,Axel Gerstl,spare parts,Germany,Zwickau,"Münchner Str. 17, 82239 Alling, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Fiat,,Denitto Classic Cars,service,Italy,Vittoria,"Via Vignola, 31, 72023 Mesagne, BR, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Fiat,,Fiat 500 Fischer,spare parts,Germany,Zwickau,"Forstweg 10, Tiefenbach 74831 Gundelsheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Fiat,,Fiat Classic,spare parts,Germany,Zwickau,"Birklück 9, 24999 Wees, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Fiat,,Holtmann & Niedergerke,spare parts,Germany,Zwickau,"Am Oberen Feld 4, 32758 Detmold, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Fiat,,O&S Oldtimer und Sportcars,spare parts,Germany,Zwickau,"Herforder Str. 453, Exter 32602 Vlotho, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Fiat,,Parfait Etat,service,France,Yerres,"5 Rue du Petit Pont, 75005 Paris, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Fiat,,Passion Fiat,service,France,Yerres,"8 Rue de la Rochelle, 67100 Strasbourg, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Fiat,,R Proietti Ltd,service,Canada,London,"2 Blundell Street, London N7 9BH, UK",LGW,London,427,"1,590",160,267,42
Fiat,,Recambios Tamarit SL,service,Spain,Zubia,"Carrer de Sueca, 62, 46006 València, Spain",LMZ,Palma,"2,325","7,587",794,"1,531",314
Fiat,,Schinagl Ersatzteilservice für FIAT-Klassiker,spare parts,Germany,Zwickau,"Am Finkenhain 10, 34305 Niedenstein, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Fiat,,Spider-Point,spare parts,Germany,Zwickau,"Wiebestraße 36 – 37, 10553 Berlin, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Fiat,,Ten Cate Fiat 500,service,Netherlands,Zwolle,"Linnaeuskade 6, 1098 BC Amsterdam, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Fiat,,X1/9 – Autos,spare parts,France,Yerres,"89 Rue des Bayons, 63700 Saint-Éloy-les-Mines, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Ford,2.0,MRM Classic Car Engine Rebuilders,spare parts,Netherlands,Zwolle,"Brinkstraat 128, 7512 EG Enschede, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Ford,,Andy’s Auto Body Ltd,service,United Kingdom,Rochester,"Castle View Business Centre, Gas House Rd, Rochester ME1 1PB, UK",ROC,Rochester,"1,616","5,670",556,"1,060",220
Ford,,Cambridge Classic Cars,service,Canada,Cambridge,"3 Breckenwood Road, Fulbourn, Cambridge CB21 5DQ, UK",CGE,Cambridge,"1,636","5,726",563,"1,073",223
Ford,,Capri-Teile Tilo Rögelein,spare parts,Germany,Zwickau,"Johannes-Bieg-Straße 14, 74391 Erligheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ford,,CAPRI-WST,spare parts,Germany,Zwickau,"Karolinger Straße 3, 63110 Rodgau, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ford,,Fordenco,spare parts,France,Yerres,"11 ZA Les Hâtes du Vernoy, 89130 Toucy, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Ford,,Magnum Classic Ford Panels,spare parts,United Kingdom,Rochdale,"Unit 1-2 Regent St, Rochdale OL12 0HQ, UK",MHT,Manchester,"1,445","5,195",499,946,197
Ford,,Motomobil GmbH,spare parts,Germany,Zwickau,"Georg-Wimmer-Ring 3, 85604 Zorneding, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ford,,Old Ford Autoservices,spare parts,Canada,West End,"Park Farm, West End Lane, Warfield, Bracknell RG42 5RH, UK",WTD,West End,"1,939","6,572",665,"1,275",263
Ford,,Pop Parts Plus Ltd,spare parts,United Kingdom,Alfreton,"524 New St, Alfreton DE55 5HU, UK",DCN,Derby,,,,,
Ford,,Repetto Legend Garage,spare parts,Italy,Vittoria,"Via Porrona, 25, 15122 San Giuliano, Province of Alessandria, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Ford,,The Car Cave,service,,,"Unit 6a, Butlerfield Industrial Estate, Bonnyrigg EH19 3JQ, UK",NNG,,"3,584","10,614","1,215","2,369",481
Ford,,Tickover,spare parts,United States,Kent,"47 Beech Walk, Crayford, Dartford, Kent DA1 4NL, UK",XCM,Kent,"1,750","6,043",601,"1,149",238
Ford,,Yesterford,spare parts,Australia,Whyalla,"1/21 Burgess Rd, Bayswater North VIC 3153, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Ford,,Zodiac Motor Services,service,United States,Kent,"Enfo House, Rectory Road, Cliffe, Kent ME3 7RP, UK",XCM,Kent,"1,750","6,043",601,"1,149",238
American Brands,1.0,Adams Classic Cars,spare parts,Netherlands,Zwolle,"Handelsweg 13, 3881 LS Putten, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,9.0,Catalina USA Parts BV,spare parts,Netherlands,Zwolle,"Tolhuisweg 14, 6071 RG Swalmen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,5.0,RD Classics,service,Netherlands,Zwolle,"Terborgseweg 61c, 7084 AD Breedenbroek, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Ford (USA),,American Ford Parts,spare parts,New Zealand,Wellington,"41 Pine Hill Rd, Ruby Bay 7173, New Zealand",WLG,Wellington,"8,095","19,647","2,725","5,370","1,078"
Ford (USA),,Antique Engine Rebuilding,spare parts,United Kingdom,Washington,"610 West Washington Street, Bluffton, IN 46714, USA",DCA,Washington,"1,660","5,793",571,"1,089",226
Ford (USA),,Bill Collins Fords,service,United States,Middletown,"1801 Oberlin Road, Middletown, PA 17057, USA",MWO,Middletown,"1,857","6,342",637,"1,220",252
Ford (USA),,Bill Shepherd Mustang,service,Canada,Surrey,"100 Royston Road, Byfleet, West Byfleet, Surrey KT14 7NY, UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
Ford (USA),,Billups Classic Cars,service,,,"8880 U.S. 412, Colcord, OK 74338, USA",NNG,,"3,584","10,614","1,215","2,369",481
Ford (USA),,Blue Ridge Classic Mustang,spare parts,Chile,Paine,"169 Paine Run Rd, Grottoes, VA 24441, USA",PMQ,Moreno,"3,958","11,362","1,340","2,618",530
Ford (USA),,"Bratton’s Antique Auto Parts, Inc.",spare parts,,,"1606 Back Acre Circle, Mount Airy, MD 21771, USA",NNG,,"3,584","10,614","1,215","2,369",481
Ford (USA),,Cape Cod Mustang,service,United States,Fairhaven,"PO Box 503, Fairhaven, MA 02719, USA",TVF,Fall River,"2,015","6,783",690,"1,325",273
Ford (USA),,Classic Auto Supply,spare parts,,,"795 High Street, Coshocton, OH 43812, USA",NNG,,"3,584","10,614","1,215","2,369",481
Ford (USA),,Classic Car Garage Vanluchene,service,Belgium,Zwijndrecht,"Vannestenstraat 8, 8740 Pittem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Ford (USA),,Classic Cars Frohburg,service,Germany,Zwickau,"Wiesenmühlenweg 5, 04654 Frohburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Ford (USA),,Classic Ford Broncos,service,,,"434 Village Park Dr, Powell, OH 43065, USA",NNG,,"3,584","10,614","1,215","2,369",481
Ford (USA),,Classic Mustang,spare parts,Denmark,Viborg,"Torshøjvej 71, 8362 Hørning, Denmark",BRE,Bremen,578,"2,148",211,368,83
Ford (USA),,Classic Mustang of Houston,service,United States,Houston,"17218 Bamwood Road, Houston, TX 77090, USA",EFD,Houston,"2,387","7,745",814,"1,573",322
Ford (USA),,Classic Speed Inc,service,Philippines,Zamboanga,"1505 Pampanga Economic, Zone Angeles 2009 Pampanga, Philippines",ZAM,Zamboanga,"4,742","12,934","1,603","3,140",634
Ford (USA),,Cobra Automotive,service,,,"37 Warehouse Point Rd, Wallingford, CT 06492, USA",NNG,,"3,584","10,614","1,215","2,369",481
Ford (USA),,Colorado Mustang Specialists Inc.,spare parts,Philippines,Aurora,"11799 E 30th Ave b, Aurora, CO 80010, USA",LDO,Aurora,"1,764","6,082",606,"1,158",240
Ford (USA),,Concours Parts & Accessories,spare parts,United States,Carson,"3655 Arrowhead Dr #120, Carson City, NV 89706, USA",CSN,Carson,"2,841","8,894",966,"1,875",382
