Brand,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l
Citroën,,Negotroc,spare parts,France,Yerres,"1 Rue Principale, 68127 Biltzheim, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,NPM Citroen 2CV Service,spare parts,Italy,Vittoria,"Via Polesine, 1431, 37043 Castagnaro, VR, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Citroën,,Oldtimer-Service Breuer,service,Germany,Zwickau,"Kiebitzhörn 4, 22885 Barsbüttel, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Oléron Classic Cars,service,France,Yerres,"1 Gustave Eiffel, 17550 Dolus-d'Oléron, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Pallas Auto,service,,,"F7, Northfleet Industrial Estate, Lower Rd, Gravesend DA11 9SW, UK",NNG,,"3,584","10,614","1,215","2,369",481
Citroën,,Pascal Quigniot Restauration ID & DS,service,France,Yerres,"Domaine de Chaunoy Rue Saint Martin, 77115 Blandy, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Pièces Auto Traction 2D (PAT2D),spare parts,France,Yerres,"8 Impasse Thomas Edison, 26250 Livron-sur-Drôme, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Rakkatrac and Co,spare parts,Sweden,Umeå,Asmundtorpsvägen 10 417 46 Göteborg Sweden,UME,Umeå,885,"3,444",312,573,123
Citroën,,Retro Stock,spare parts,France,Yerres,"9 Rue des Frères Lumière, 34830 Jacou, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Service 2CV,service,Belgium,Zwijndrecht,"Wijdhagestraat 125, 8530 Harelbeke, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,SM2A,service,France,Yerres,"19 RN 71, 10250 Mussy-sur-Seine, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Stålnackes DS-butiken AB,spare parts,Sweden,Umeå,Asmundtorpsvägen 10 417 46 Göteborg Sweden,UME,Umeå,885,"3,444",312,573,123
Citroën,,Stefan Lurf Automobilhandwerk,service,Austria,Wolfsberg,"Klopstockgasse 5, 1160 Wien, Austria",VCE,Venice,503,"1,964",185,318,73
Citroën,,The 2CV Shop,spare parts,United Kingdom,Warminster,"Deverill Road Trading Estate 22, Deverill Road, Sutton Veny, Warminster BA12 7BZ, UK",SRW,Salisbury,"1,814","6,223",623,"1,192",246
Citroën,,Tom Verheyden,spare parts,Belgium,Zwijndrecht,"Buitingstraat 19, Paal 3583 Beringen, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,TPV France,spare parts,France,Yerres,"27 Rue du Colonel Arnaud Beltrame, 77160 Provins, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Treffpunkt Citrön,spare parts,Germany,Zwickau,"Weihersfeld 58, 41379 Brüggen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Vlaardingen Classics,service,Netherlands,Zwolle,"Industrieweg 17-19, 3133 EE Vlaardingen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Volker Hammes,service,Germany,Zwickau,"Daimlerstraße 17, 41564 Kaarst, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Carrosso Classic & Sportscars,service,Netherlands,Zwolle,"Eekstraat 2, 8375 HN Oldemarkt, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Classic Open,service,Netherlands,Zwolle,"Bonnetstraat 33, 6718 XN Ede, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Cool Classic Club,service,Netherlands,Zwolle,"Energiestraat 3, 1411 AN Naarden, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,2.0,Heideveld Classics,service,Netherlands,Zwolle,"Nervistraat 18, 8013 RS Zwolle, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Bentley,4.0,Het Klassiekerhuis,service,Netherlands,Zwolle,"Bommelsedijk 19a, 3256 LD Achthuizen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
British Brands,2.0,KennisCars,service,Netherlands,Zwolle,"Zeelberg 26, 5555 XE Valkenswaard, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
British Brands,1.0,Kymmell Motorcars,service,Netherlands,Zwolle,"Bloemendaalsestraatweg 91, 2082 GL Santpoort-Zuid, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Legendary Classics,service,Netherlands,Zwolle,"Leerlooierstraat 5, 4871 EN Etten-Leur, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Alfa Romeo,3.0,Montagna d’Oro,service,Netherlands,Zwolle,"Houtwal 30b, 8431 EX Oosterwolde, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Oldtimers Gilis,service,Belgium,Zwijndrecht,"Gaston Geenslaan 1, 3200 Aarschot, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Speed 8 Classics Sales & Service,service,Belgium,Zwijndrecht,"Lierselei 130, 2390 Malle, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,1900 Classics BV,service,Netherlands,Zwolle,"Vreelandseweg 7a, 1216 CG Hilversum, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,4 Star Classics,service,,,"Unit 3, Old Park Iron Works, Main Road, Kingsley GU35 9LY, UK",NNG,,"3,584","10,614","1,215","2,369",481
Classic Car Dealer,,A + C Auto Classic,service,Germany,Zwickau,"Bahnhofstraße 19, 56427 Siershahn, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,A1 Auto Classics,service,United States,Hollywood,"1950 Grant St, Hollywood, FL 33020, USA",HWO,Hollywood,"1,992","6,719",682,"1,310",270
Classic Car Dealer,,A1M Retro Classics,service,United States,Durham,"Ketton Garage, 10 Durham Rd, Coatham Mundeville, Darlington DL1 3LZ, UK",DHD,Durham,"6,824","17,103","2,300","4,525",910
Classic Car Dealer,,ABH auto’s & accessoires,service,Netherlands,Zwolle,"Kruisweg 1525, 2142 LB Cruquius, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Absolute Classic Cars,service,Argentina,Lincoln,"Westmoor Lane, Lincoln LN1 2JW, UK",LNK,Lincoln,"2,174","7,205",743,"1,431",294
Classic Car Dealer,,AC classics,service,Germany,Zwickau,"Hauptstraße 28, Körrenzig 52441 Linnich, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,AC Youngtimer,service,France,Yerres,"304 Av. de Boulac, 33127 Saint-Jean-d'Illac, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Classic Car Dealer,,Aclassics,service,Netherlands,Zwolle,"Gageldijk 198, 3566 MJ Utrecht, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,AD Sportscars,service,Belgium,Zwijndrecht,"Sint-Martinusweg 189, 1930 Zaventem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Adelman Sportwagen,service,Germany,Zwickau,"Wiebestraße 36-37, 10553 Berlin, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Affordable Classics San Diego,service,United States,Oak Creek,"15196 Oak Creek Rd, El Cajon, CA 92021, USA",OAK,Oak Creek,"2,948","9,165","1,002","1,946",396
Classic Car Dealer,,AixClusive cars ’n more GmbH & Co. KG,service,Germany,Zwickau,"Rotter Bruch 14, 52068 Aachen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,AJM Classics Inc,service,Australia,Brunswick,"561, Ferdinand Boulevard, Dieppe, New Brunswick E1A 7G1, Canada",NHZ,Brunswick,"1,393","5,049",481,912,190
Classic Car Dealer,,AK Sportscars Ltd.,service,Canada,Peterborough,"Shelby House 5-8, Frankland Commerce Park, Peterborough PE7 3NN, UK",YPQ,Peterborough,"1,618","5,675",557,"1,061",220
Classic Car Dealer,,AK-automobiles Bergeijk,service,Netherlands,Zwolle,"Elskensakker 30, 5571 SK Bergeijk, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Alan Carrington Classic Cars,service,United Kingdom,Maidstone,"Pilgrims Way, Maidstone, Kent ME17 1RD, UK",XCM,Kent,"1,750","6,043",601,"1,149",238
Classic Car Dealer,,Albert Michel,service,Belgium,Zwijndrecht,"Rue du Gazomètre 94, 7100 La Louvière, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Alex Holland Classic Cars,service,Australia,Whyalla,"12 Chalmers Cres, Mascot NSW 2020, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Classic Car Dealer,,Alexander Automotive of Downtown Franklin,service,United States,Franklin,"111 Alpha Drive, Franklin, TN 37064, USA",FKL,Franklin,"1,701","5,908",585,"1,117",231
Classic Car Dealer,,Alltagsklassiker,service,Germany,Zwickau,"Oberkasseler Str. 25, 53639 Bonn, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Almere Classic Cars,service,Netherlands,Zwolle,"Ambachtsmark 65, 1355 EE Almere Haven, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Alphons Ruyl Fine Classic Cars,service,Netherlands,Zwolle,"Stationstraat 85, 6181 AE Elsloo, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,American Dream Car Classics,service,United States,Kearny,"154 Belgrove Drive, Kearny, NJ 07032, USA",GXY,Greeley,"2,408","7,798",821,"1,587",325
Classic Car Dealer,,AMM Motor Classic GmbH,service,Germany,Zwickau,"Elisabethstraße 17, 40880 Ratingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Andreas Wüest AG,service,Switzerland,Zürich,"Mauerweg 358, 5705 Hallwil, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Classic Car Dealer,,Andrev`s Garage,service,Ireland,Loch Garman,"Corrib Dr, Limerick, Ireland",YCC,Cornwall,"1,506","5,365",519,987,205
Classic Car Dealer,,Andy’s Classic Cars,service,Germany,Zwickau,"Nußbergerstraße 1, 94234 Viechtach, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,AnMark Classic,service,Germany,Zwickau,"Wilhelmstraße 28, 42489 Wülfrath, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Aquarama BeC,service,Italy,Vittoria,"Via della Segale, 49, 06135 Perugia, Alto Adige, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Classic Car Dealer,,Arden Automobilbau GmbH,service,Germany,Zwickau,"Untergath 175, 47805 Krefeld, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Arizona Classic Car Sales,service,United States,Phoenix,"2010 W Parkside Ln #118, Phoenix, AZ 58027, USA",DVT,Phoenix,"2,793","8,772",950,"1,843",376
Classic Car Dealer,,Arjun Auto,service,Canada,Milton,"19 East Milton Road, Gravesend, Kent DA12 2JL, UK",NSE,Milton,"1,671","5,823",574,"1,096",227
Classic Car Dealer,,Arnold Classic GmbH,service,Germany,Zwickau,"Rodenberger Str. 7, 31867 Lauenau, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Art & Revs,service,Luxembourg,Luxembourg,"30 Rue des Bruyères, 1274 Hesperange, Luxembourg",LUX,Luxembourg,489,"1,759",182,307,51
Classic Car Dealer,,Art & Speed,service,United States,Collierville,"141 Eastley St, Collierville, TN 38017, USA",LIT,Little Rock,"2,175","7,207",743,"1,432",294
Classic Car Dealer,,Artmotors,service,France,Yerres,"63 Rue de la Brasserie, 18200 Saint-Amand-Montrond, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Classic Car Dealer,,Asphalt Classics,service,France,Yerres,"D24b Route d'Eygalières, 13660 Orgon, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Classic Car Dealer,,Atelier 46,service,France,Yerres,"9 Rue Paul Napoléon Roinard, 92400 Courbevoie, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Classic Car Dealer,,Atlantis Motor Group,service,United States,Boca Raton,"351 Yamato Rd, Boca Raton, FL 33431, USA",BCT,Boca Raton,"1,981","6,687",678,"1,302",268
Classic Car Dealer,,Atomic Motors,service,United States,Sunset,"704 W Sunset Rd, Henderson, NV 89011, USA",TNT,Miami,517,"1,896",191,327,75
Classic Car Dealer,,August Luxury Motorcars,service,Canada,Abbotsford,"3510 Spectrum Court, Kelowna, BC V1V 2Z1, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
Classic Car Dealer,,Auto Classica of Sweden AB,service,Sweden,Umeå,"Mässingsgatan 3, 271 39 Ystad, Sweden",UME,Umeå,885,"3,444",312,573,123
Classic Car Dealer,,Auto Classico,service,United Kingdom,Bristol,"Henfield Business Park, Westerleigh Road, Coalpit Heath, Bristol, UK",BRS,Bristol,430,"1,540",163,267,64
Classic Car Dealer,,Auto CM – Auto di lusso e d’epoca,service,Italy,Vittoria,"Via Spagna, 6, 35010 Vigonza, PD, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Classic Car Dealer,,Auto Collectors Garage,service,United States,Houston,"10812 Fallstone Rd #400, Houston, TX 77099, USA",EFD,Houston,"2,387","7,745",814,"1,573",322
Classic Car Dealer,,Auto Connection INC,service,United States,Canton,"5202 Limerick Ave NW, North Canton, OH 44720, USA",CTK,Canton,"2,116","7,058",724,"1,392",286
Classic Car Dealer,,Auto Dürst,service,Switzerland,Zürich,"Herawisweg 34, 7203 Trimmis, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Classic Car Dealer,,Auto Folies,service,France,Yerres,"13 Rue sous les Écoles, 63720 Chappes, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Classic Car Dealer,,Auto Gallery,service,United States,Oak Grove,"9221 S Buckner Tarsney Rd, Oak Grove, MO 64075, USA",OAK,Oak Grove,"2,948","9,165","1,002","1,946",396
Classic Car Dealer,,Auto Quest Investment Cars,service,United States,Tifton,"710 7th St W, Tifton, GA 31794, USA",TMA,Tifton,"1,980","6,685",678,"1,302",268
Classic Car Dealer,,Auto Reiter GmbH,service,Austria,Wolfsberg,"Ankerweg 7, 8753 Fohnsdorf, Austria",VCE,Venice,503,"1,964",185,318,73
Classic Car Dealer,,Auto Salon Singen GmbH,service,Austria,Wolfsberg,"Ankerweg 7, 8753 Fohnsdorf, Austria",VCE,Venice,503,"1,964",185,318,73
Classic Car Dealer,,Auto Source Group LLC,service,United States,Doral,"1900 Northwest 79th Avenue, Doral, FL, USA",TNT,Miami,517,"1,896",191,327,75
Classic Car Dealer,,Auto Spinetti Grandi Marche Srl,service,Italy,Vittoria,"Corso Giacomo Matteotti, 143, 51016 Montecatini Terme, PT, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Classic Car Dealer,,Auto Storica,service,Spain,Zubia,"Av. de la Marina, 20, 08830 Sant Boi de Llobregat, Barcelona, Spain",LMZ,Palma,"2,325","7,587",794,"1,531",314
Classic Car Dealer,,Auto Vogel & Partner AG,service,Switzerland,Zürich,"Buzibachstrasse 43, 6023 Rothenburg, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Classic Car Dealer,,Auto-Nostalgie,service,Germany,Zwickau,"Wimsheimer Str. 12, 71292 Friolzheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,AutoBarn Classic Cars,service,United States,Concord,"320 Sign Dr NW Suite 100, Concord, NC 28027, USA",USA,Concord,"1,965","6,643",673,"1,292",266
Classic Car Dealer,,Autobase S.R.L.,service,Italy,Parma,"Via Reggio, 39, 43126 Parma, PR, Italia",PMF,Parma,492,"1,794",183,309,72
Classic Car Dealer,,Autobedrijf Brit,service,Netherlands,Zwolle,"Goirkekanaaldijk 2B, 5046 AT Tilburg, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Autobedrijf Jansma,service,Netherlands,Zwolle,"Weinterp 26, 9241 HD Wijnjewoude, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Autobedrijf Robert Wagner,service,Netherlands,Zwolle,"De Velden 5, 7844 TG Veenoord, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,AutoClass,service,Italy,Vittoria,"Via IV Novembre, 75, 25031 Capriolo, Brescia, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Classic Car Dealer,,Autohaus Hans Saturski GmbH,service,Germany,Zwickau,"Mainzer Landstraße 272-274, 60327 Frankfurt am Main, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Autoieri,service,Italy,Vittoria,"Via Blanchi di Roascio, n. 26, 12025 Dronero, Province of Cuneo, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Classic Car Dealer,,Automakler Nordheide,service,Germany,Zwickau,"Osterberg 1, 21258 Heidenau, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Automobielhuys Misker,service,Netherlands,Zwolle,"Vaart Noordzijde 91, 7833 HE Nieuw-Amsterdam, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Automobile Zeitreise,service,Germany,Zwickau,"Wulmenau 6, 23847 Westerau, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Automobiles Historiques,service,Canada,London,"79 Greenway, London N20 8EE, UK",LGW,London,427,"1,590",160,267,42
Classic Car Dealer,,Automobilia Fabrik,service,Germany,Zwickau,"Nordstraße 22, 52525 Waldfeucht, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Automotive International,service,United Kingdom,York,"13337 York Center Road, Charlotte, NC 28273, USA",THV,York,"1,210","4,539",420,790,166
Classic Car Dealer,,Autosalon Isartal,service,Germany,Zwickau,"Wolfratshauser Straße 64, 82065 Baierbrunn, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Autosalón Valencia,service,Spain,Zubia,"Avinguda de Peris i Valero, 10, 46006 Valencia, Spain",LMZ,Palma,"2,325","7,587",794,"1,531",314
Classic Car Dealer,,AutoSL,service,Germany,Zwickau,"Hessenstraße 1, 41460 Neuss, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Autosport Designs Inc,service,United States,Huntington,"203 West Hills Road, Huntington Station, NY 11746, USA",HTS,Huntington,"1,825","6,253",626,"1,199",248
Classic Car Dealer,,Autostorico Ltd,service,United Kingdom,Maidenhead,"Unit 2a, Hedsor Park Farm, Heathfield Road, Taplow, Maidenhead SL6 0HX, UK",YQG,Windsor,"1,773","6,108",609,"1,164",241
Classic Car Dealer,,AutoToyStore GmbH,service,Germany,Zwickau,"Gautinger Straße 8, 82319 Starnberg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Autovero,service,,,"Little Hallingbury, Bishop's Stortford CM22 7RP, UK",NNG,,"3,584","10,614","1,215","2,369",481
Classic Car Dealer,,Avant-Garde Collection,service,United States,Portland,"678 N Thompson St, Portland, OR 97227, USA",PTJ,Portland,"7,050","17,554","2,375","4,675",940
Classic Car Dealer,,Avantgarde Classics Ltd.,service,Australia,Tamworth,"Halford Street, Tamworth, Staffordshire B79 7RB, UK",TMW,Tamworth,"7,311","18,076","2,462","4,848",974
Classic Car Dealer,,Axel Schuette Fine Cars,service,Germany,Zwickau,"Rudolf-Diesel-Straße 3-9, 33813 Oerlinghausen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Baan Classics,service,Netherlands,Zwolle,"Goudstraat 50, 7554 ND Hengelo, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Barnes Classic Cars,service,,,"The Dell, Great Dunmow, Dunmow CM6 1HW, UK",NNG,,"3,584","10,614","1,215","2,369",481
Classic Car Dealer,,Bastian Voigt Collectors Cars GmbH,service,Germany,Zwickau,"Zedernstraße 14, 33415 Verl, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,Baynards Motor Company,service,,,"Rowhook Rd, Bognor Rd, Broadbridge Heath, Horsham RH12 3PS, UK",NNG,,"3,584","10,614","1,215","2,369",481
Classic Car Dealer,,Beau-Car,service,Belgium,Zwijndrecht,"Uilenbaan 90/1, 2160 Wommelgem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Belrose Classics,service,Belgium,Zwijndrecht,"Grote Steenweg 10, 2440 Geel, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Berliner Classic Motorcars,service,United Kingdom,Stirling,"1975 Stirling Road Dania Beach, FL 33004",WTD,West End,"1,939","6,572",665,"1,275",263
Classic Car Dealer,,Bespoke Motor,service,United Kingdom,Boston,"381 Congress Street, Boston, MA 02210, USA",BOS,Boston,"1,440","5,180",497,943,197
Classic Car Dealer,,Beverly Hills Car Club,service,United States,Los Angeles,"4576 1/2 Worth Street, Los Angeles, CA, USA",WHP,Los Angeles,"2,955","9,185","1,004","1,951",397
Classic Car Dealer,,BFC-Cars,service,Germany,Zwickau,"Zehntscheuerweg 2, 79379 Müllheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Classic Car Dealer,,BGS Classic Cars,service,Australia,Whyalla,"Samsonvale QLD 4520, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Classic Car Dealer,,Bicester Sports & Classics,service,United Kingdom,Bicester,"Leaches Business Park, Bicester Road, Aylesbury HP18 0RF, UK",OXF,Oxford,449,"1,619",169,280,67
Classic Car Dealer,,Big Boys Toys,service,Netherlands,Zwolle,"Oosterinslag 5, 3871 AL Hoevelaken, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Birchfield Classics,service,United Kingdom,Stockport,"Horton St, Stockport SK1 3LR, UK",MHT,Manchester,"1,445","5,195",499,946,197
Classic Car Dealer,,Black & White Cars of Bournemouth,service,United Kingdom,Poole,"Cowley Rd, Unit 11 Chantry Park, Poole BH17 0UJ, UK",MET,Moreton,"6,314","16,080","2,129","4,185",842
Classic Car Dealer,,Blackhawk Collection,service,United States,Danville,"1092 Eagle Nest Pl, Danville, CA 94506, USA",DAN,Danville,"1,764","6,083",606,"1,158",240
Classic Car Dealer,,Bloemendaal Classic & Sportscars,service,Netherlands,Zwolle,"Nijverdalseweg 117d, 7461 TC Rijssen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Classic Car Dealer,,Blue Butts Chequered Flag,service,United Kingdom,Clitheroe,"Slaidburn Rd, Clitheroe BB7 3AD, UK",LBB,Preston,"2,493","8,014",850,"1,644",336
