Category,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l,total_climate_impact
Porsche,,Neimann Exclusive Cars,service,Germany,Zwickau,"Siedlungsstraße 106, 07586 Bad Köstritz, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Ninemeister,service,United Kingdom,Warrington,"12 Chesford Grange, Woolston, Warrington WA1 4RE, UK",HLS,St Helens,7342.0,18139.0,2473.0,4869.0,978.0,12211.0
Porsche,,Norfolk Premier Coachworks,service,United Kingdom,Norwich,"75-95 Westwick St, Norwich NR2 4SZ, UK",OIC,Norwich,1698.0,5898.0,584.0,1114.0,231.0,2812.0
Porsche,,Oldiegarage GmbH,service,Germany,Zwickau,"Gewerbestraße 32B, 83404 Ainring, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Oldtimer Garage,service,Germany,Zwickau,"Industriestraße 6, 77955 Ettenheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Oldtimergarage Reinbacher,service,Austria,Wolfsberg,"Puchstraße 85/Halle C, 8020 Graz, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,OM-Automobile GmbH,service,Germany,Zwickau,"In d. Gibitzen 13-15, 90530 Wendelstein, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,P1 Cars Europe S.L.,service,Spain,Zubia,"Carrer de l'Agricultura, 9, 08812 Sant Pere de Ribes, Spain",LMZ,Palma,2325.0,7587.0,794.0,1531.0,314.0,3856.0
Porsche,,Partworks GmbH,spare parts,Germany,Zwickau,"Otto-Stadler-Straße 9C, 33100 Paderborn, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Passion 356,service,France,Yerres,"Porte Nord, 62700 Bruay la Buissière, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Passionauto,spare parts,France,Yerres,"20 Le Chaumenier, 37320 Cormery, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Patrick Motorsports,service,United Kingdom,Washington,"4114 E Washington St, Phoenix, AZ 85034, USA",DCA,Washington,1660.0,5793.0,571.0,1089.0,226.0,2749.0
Porsche,,Paul Stephens Specialist in Porsche,service,United States,Sudbury,"Sudbury Rd, Little Maplestead Halstead CO9 2SE, UK",YSB,Sudbury,1653.0,5774.0,569.0,1085.0,225.0,2738.0
Porsche,,PDM Carparts,spare parts,Germany,Zwickau,"Auf den Eichen 1, 51674 Wiehl, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Perfect Power,service,United States,Buffalo Grove,"1009 Commerce Court, Buffalo Grove, IL 60089, USA",BYG,Buffalo Grove,2366.0,7690.0,807.0,1558.0,319.0,3924.0
Porsche,,Peter Iversen Specialværksted ApS,service,Denmark,Viborg,"Mosevangen 10, 9230 Svenstrup J, Denmark",BRE,Bremen,578.0,2148.0,211.0,368.0,83.0,946.0
Porsche,,Philip Raby Specialist Cars,service,,,"3 Walton Farm, Bosham PO18 8QB, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,Pie Performance,service,United States,Brent,"9 Hill Farm, Lavenham Rd, Brent Eleigh, Sudbury, Suffolk CO10 9PB, UK",AUO,Auburn,2014.0,6780.0,690.0,1325.0,273.0,3339.0
Porsche,,Porsche Centre Victoria,service,Argentina,Victoria,"737 Audley Street, Victoria, BC V8X 2V4, Canada",YWH,Victoria,2655.0,8423.0,904.0,1751.0,358.0,4406.0
Porsche,,Porsche Classic Center Gelderland,service,Netherlands,Zwolle,"Ressenerbroek 2, 6666 MR Heteren, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Porsche Classics,service,Germany,Zwickau,"Porscheplatz 1, 70435 Stuttgart, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Porsche Colorado Springs,service,Brazil,Colorado,"917 Motor City Dr, Colorado Springs, CO 80905, USA",FCS,Colorado,2451.0,7907.0,836.0,1615.0,331.0,4066.0
Porsche,,Porsche Rescue 911,service,,,"Old Park Wood Industrial Estate, Old Park Road, Bishops Sutton, Alresford, Hampshire SO24 0JG, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,Porsche Spares UK Ltd.,spare parts,United Kingdom,Kenilworth,"Unit 4, Runway Farm, Honiley Rd, Kenilworth CV8 1NQ, UK",BYG,Buffalo Grove,2366.0,7690.0,807.0,1558.0,319.0,3924.0
Porsche,,Porsche Torque LTD,service,,,"Unit 2, Arun Buildings, Arundel Rd, Uxbridge UB8 2RP, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,Power Line Restaurationen und Renntechnik GmbH,service,Germany,Zwickau,"Lise-Meitner-Straße 8/1, 71364 Winnenden, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,PS Automobile GmbH,service,Germany,Zwickau,"Hansastraße 25, 59557 Lippstadt, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Remade By Hand Inc Classic Porsche Restorations,service,,,"173 McCallister Rd, Crawfordville, FL 32327, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,Renes Collectables,service,Netherlands,Zwolle,"Kempenlandstraat 45, 5262 GK Vught, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Rennspeed,service,France,Aurillac,"Unit 7a Aurillac Way, Hallcroft Industrial Estate, Retford, Nottinghamshire DN22 7PX, UK",AUR,Aurillac,274.0,929.0,113.0,161.0,45.0,435.0
Porsche,,Restoration Design Europe,spare parts,Netherlands,Zwolle,"A. Plesmanlaan 22, 9615 TH Kolham, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,"Restoration Design, Inc.",spare parts,Canada,Abbotsford,"24 Hayes Ave, Guelph, ON N1E 5V6, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
Porsche,,Road Scholars,service,United States,Durham,"1704 Page Rd Ext, Durham, NC 27703, USA",DHD,Durham,6824.0,17103.0,2300.0,4525.0,910.0,11349.0
Porsche,,Roger Bray Restoration,service,United States,Eagle,"Plot 6B/Unit 2A/Eagle Rd, Ilkeston DE7 4RB, UK",EAA,Eagle,2420.0,7829.0,826.0,1595.0,327.0,4015.0
Porsche,,Rose Passion Sarl,spare parts,France,Yerres,"PO Box 40075, 54703 Blénod-lès-Pont-à-Mousson, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,RPM Specialist Cars,service,,,"Nidd Valley Business Park, Market Flat Ln, Knaresborough HG5 9JA, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,RPM Sports Cars,service,United States,Houston,"10870 Alcott Dr, Houston, TX 77043, USA",EFD,Houston,,,,,,
Porsche,,RS Motorsport,service,France,Yerres,"1752 Rue de Saint-Dié, 88650 Anould, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,RS-eleven,service,Netherlands,Zwolle,"Groenlandsekade 30, 3645 BD Vinkeveen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,RUF Automobile GmbH,service,Germany,Zwickau,"Mindelheimer Straße 21, 87772 Pfaffenhausen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Russ Automobile,service,Germany,Zwickau,"Zaberner Str. 23, 65203 Wiesbaden, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Sander Automotive GmbH & Co. KG,service,Germany,Zwickau,"Martinistraße 92, 49078 Osnabrück, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Schmidt-Oss,service,Netherlands,Zwolle,"Spaanderstraat 7A, 5348 LA Oss, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,SD Sportwagen,service,Germany,Zwickau,"Carl-Kreul-Straße 7, 91352 Hallerndorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Seeland Klassische Porsche,service,Germany,Zwickau,"Hans-Böckler-Ring 51, 22851 Norderstedt, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Serge Heitz Automobile Consulting,service,France,Yerres,"13 Bis Avenue du Général de Gaulle, Lège-Cap-Ferret, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Sierra Madre Collection,spare parts,Brazil,Colorado,"1669 Colorado Blvd, Los Angeles, CA 90041, USA",FCS,Colorado,2451.0,7907.0,836.0,1615.0,331.0,4066.0
Porsche,,Speed Classic,service,France,Yerres,"61 Rue Ferdinand Buisson, 47240 Castelculier, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Speed Service,service,Netherlands,Zwolle,"Millenerweg 3, 6136 KW Sittard, Sittard-Geleen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Sportomotive,service,Netherlands,Zwolle,"Edisonstraat 6b, 5051 DS Goirle, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Sports Purpose,service,United Kingdom,Bicester,"Buckingham Road, Launton, Bicester OX26 5HA, UK",OXF,Oxford,449.0,1619.0,169.0,280.0,67.0,729.0
Porsche,,Sportwagen Eckert GbR,spare parts,Germany,Zwickau,"Ambergstraße 3, 86633 Neuburg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Sportwagen Prummer Motorsport,service,Germany,Zwickau,"Hauptstrasse 16 am Golfplatz, 85630 München, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Stace Inverstment,service,Belgium,Zwijndrecht,"Leo Baekelandstraat 1 Bus 2, 2950 Kapellen, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Stoddard,spare parts,United States,Highland,"190 Alpha Park, Highland Heights, OH 44143, USA",VJI,Highland,1839.0,6293.0,631.0,1208.0,250.0,3047.0
Porsche,,T-Car GmbH,spare parts,Germany,Zwickau,"Hauptstraße 99, 42929 Wermelskirchen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Targa Florio,service,Netherlands,Zwolle,"Oude Loswal 8, 1217 TG Hilversum, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Teile.com,spare parts,Poland,Żyrardów,"Fabryczna 5, 67-100 Nowa Sól, Poland",NAD,Dvůr Králové nad Labem,2170.0,7194.0,742.0,1428.0,293.0,3598.0
Porsche,,The Porsche Specialists,service,,,"498 Reed Rd, Broomall, PA 19008, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,The Third Garage,service,United States,Milford,"458 Danbury Road, New Milford, CT 06776, USA",MLF,Milford,2687.0,8505.0,915.0,1773.0,362.0,4460.0
Porsche,,Trissl Sports Cars,service,Italy,Florence,"519 Wilhite Street, Florence, AL 35630, USA",FLO,Florence,1817.0,6229.0,623.0,1193.0,247.0,3010.0
Porsche,,Type 911,service,Canada,Saint-Laurent,"Allée des Santonniers, 06700 Saint-Laurent-du-Var, France",YSJ,Saint-Laurent,1267.0,4700.0,439.0,828.0,174.0,2095.0
Porsche,,Uhlig Vintage Cars,service,Germany,Zwickau,"Im Maurer 14, 71144 Steinenbronn, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,V.D. Gugten,service,Netherlands,Zwolle,"Botter 11, 2411 NM Bodegraven, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Van den Berg Car Classic,service,Netherlands,Zwolle,"Simon Stevinstraat 17a, 3291 CA Strijen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Van Kessel Sportscars,service,Netherlands,Zwolle,"Fabriekstraat 38, 5753 AH Deurne, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Vehicle Experts,service,Austria,Wolfsberg,"Kälberweide 15 7111 Parndorf, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,Vintage Car Works,service,Panama,Vista Alegre,"21 E Panama Dr, Centennial, CO 80121, USA",POA,Vista Alegre,2830.0,8866.0,962.0,1867.0,381.0,4697.0
Porsche,,Vintage Toys SRL,service,Italy,Vittoria,"Strada provinciale 15 di Calestano, 17, 43044 Collecchio PR, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Porsche,,Virage-C,service,France,Yerres,ZA Circuit du Var 83590 Gonfaron France,AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Waalgarage,service,Netherlands,Zwolle,"Hellingweg 16, 1151 CS Broek in Waterland, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Weitec-Tuning,service,Austria,Wolfsberg,"Artolz 10, 3834 Artolz, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,West Coast Autosport,service,United States,Bellevue,"Bellevue Ave, Burlingame, CA 94010, USA",MYV,Marysville,2890.0,9018.0,982.0,1907.0,389.0,4797.0
Porsche,,Willhoit Auto Restoration,service,United States,Long Beach,"1360 Gladys Ave, Long Beach, CA 90804, USA",LGB,Long Beach,2957.0,9189.0,1005.0,1952.0,398.0,4909.0
Porsche,,Williams Crawford – Passion for Porsche,service,,,"911 Forge Ln, Saltash PL12 6LX, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,Wingho Auto Classic,service,Canada,Abbotsford,"Montreal, QC H3C 3R6, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
Porsche,,Wolbert Sportscars B.V.,service,Netherlands,Zwolle,"De Fliert 13a, 3791 PV Achterveld, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
British Brands,2.0,KennisCars,service,Netherlands,Zwolle,"Zeelberg 26, 5555 XE Valkenswaard, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,Beier Automobiltechnik,service,Belgium,Halle,"Neue Dorfstraße 30, 33790 Halle (Westfalen), Germany",LEJ,Halle,599.0,2237.0,217.0,382.0,86.0,981.0
Pre-War Cars,,Christopher Vintage Cars,service,Netherlands,Zwolle,"Polderdijk 15A, 3299 LL Maasdam, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,Classic Motorcars Hollland,service,Netherlands,Zwolle,"Rijssenseweg 1, 7451 RC Holten, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,D. L. George Historic Motorcars,service,,,"4029 Glenville Rd, Cochranville, PA 19330, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Pre-War Cars,,Dick Shappy Classic Cars,service,United States,Providence,"365 Charles Street, Providence, RI 02904, USA",PVD,Providence,1460.0,5236.0,504.0,956.0,199.0,2416.0
Pre-War Cars,,Ernst Chalupa Fast & Vintage,service,Austria,Wolfsberg,"Mühlgasse 10/12 2513, Traiskirchen, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Pre-War Cars,,Fiennes Group,service,,,"Broughton Poggs, Filkins, Lechlade GL7 3JH, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Pre-War Cars,,Fischer Classic Cars GmbH,service,Switzerland,Zürich,"Grossweid 12, 6026 Rain, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Pre-War Cars,,Gavin McGuire Fine Automobiles,service,,,"Tandridge, Hartfield TN7 4DB, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Pre-War Cars,,Happy Old Iron,service,Belgium,Zwijndrecht,"Guytjensstraat 17A, 3670 Meeuwen, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,I S Polson,service,Australia,Ashfield,"Ashfield Green Mill Farm, Newmarket CB8 8UZ, UK",SDY,Sidney,2221.0,7325.0,759.0,1462.0,300.0,3683.0
Pre-War Cars,,Juri Castricum Collectors Cars,service,Netherlands,Zwolle,"Zandloper 15, 1731 LM Winkel, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,Krudop Restauraties,service,Netherlands,Zwolle,"Oldenzaalsestraat 626, 7524 AE Enschede, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,Laferriere Classic Cars,service,Liberia,Greenville,"6 Lark Industrial Dr, Greenville, RI 02828, USA",GLH,Greenville,2164.0,7180.0,740.0,1424.0,293.0,3588.0
Pre-War Cars,,Old World Lamps and Tyres,service,Australia,Whyalla,"PO Box 786, Menah NSW 2850, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Pre-War Cars,,Racing Green Engineering Ltd,service,United Kingdom,Llanelli,"Cwmfelin Road, Bynea, Llanelli SA14 9LR, UK",SME,Somerset,1906.0,6478.0,653.0,1253.0,258.0,3159.0
Pre-War Cars,,Restocar S.A.,service,Switzerland,Zürich,"Route des Châtaigniers 16, 1815 Clarens, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Pre-War Cars,,Retrolegends,service,Netherlands,Zwolle,"De Vest 24, 5555 XL Valkenswaard, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,RVO Classic Cars,service,Belgium,Zwijndrecht,"De Vunt 3, 3220 Holsbeek, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pre-War Cars,,The Motor Shed Ltd,service,United Kingdom,Bicester,"Bicester Heritage, Bicester OX26 5HA, UK",OXF,Oxford,449.0,1619.0,169.0,280.0,67.0,729.0
Pre-War Cars,,The Vintage Garage,service,,,"111 N Hollow Rd, Stowe, VT 05672, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Pre-War Cars,,Tom Hardman Limited,service,,,"Foxfields Farm, Stonyhurst BB7 9PN, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Pre-War Cars,,Viklit Graae Jørgensen,service,Denmark,Viborg,"Nebbegårdsvej 2, 3400 Hillerød, Denmark",BRE,Bremen,578.0,2148.0,211.0,368.0,83.0,946.0
Pre-War Cars,,Vintage Motor Garage,service,Australia,Whyalla,"1618 Wisemans Ferry Rd, Central Mangrove NSW 2250, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Pre-War Cars,,Yesterday Cars,service,Netherlands,Zwolle,"Bierhoogtweg 6, 2761 JJ Zevenhuizen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Prestige and Supercars,,Absolut Cars Consulting,service,France,Yerres,"4 Chemin de la Vierge, 25720 Beure, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Prestige and Supercars,,Amari Super Cars,service,Australia,Preston,"Wyder Court, Millennium City Park, Wyder Ct, Ribbleton, Preston, Lancashire PR2 5BW, UK",LBB,Preston,2493.0,8014.0,850.0,1644.0,336.0,4137.0
Prestige and Supercars,,Autodrome Cannes,service,France,Yerres,"28 Boulevard de Lorraine, 06400 Cannes, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Prestige and Supercars,,Autovergiate,service,Italy,Vittoria,"Via Milano, 3, 21029 Vergiate, VA, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Prestige and Supercars,,Bramley Motor Cars,service,,,"26 High St, Bramley, Guildford GU5 0HB, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Prestige and Supercars,,Daniel Myers Ltd,service,United Kingdom,Leeds,"30 Sandhill Oval, Leeds, West Yorkshire LS17 8EA, UK",LBA,Leeds,500.0,1824.0,185.0,314.0,73.0,814.0
Prestige and Supercars,,Ibalo luxury sportscars bv,service,Germany,Hof,"Breukersweg 14, 7471 ST Goor, Hof van Twente, Netherlands",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Prestige and Supercars,,Merlin Auto Group,service,United States,Atlanta,"2882 Amwiler Rd, Atlanta, GA 30360, USA",ATL,Atlanta,1965.0,6643.0,673.0,1292.0,266.0,3257.0
Prestige and Supercars,,Mohr Group München,service,Germany,Zwickau,"Am Ausbesserungswerk 8, 80939 München, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Prestige and Supercars,,Mohr Group Stuttgart,service,Germany,Zwickau,"Graf-Zeppelin-Platz 1, 71034 Böblingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Prestige and Supercars,,Pinnacle Motorcars,service,United States,West Palm Beach,"8060 Belvedere Rd #6, West Palm Beach, FL 33411, USA",LNA,West Palm Beach,1972.0,6662.0,675.0,1297.0,267.0,3269.0
Prestige and Supercars,,Pit Lane Garage Pty Ltd,service,Australia,Whyalla,"543 Dukes Hwy, Tailem Bend SA 5260, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Prestige and Supercars,,Romans International Ltd,service,Canada,Surrey,"Brighton Road, Banstead, Tadworth, Surrey SM7 1AT, UK",TMZ,Walton-on-Thames,8091.0,19638.0,2724.0,5367.0,1077.0,13458.0
Prestige and Supercars,,Speedart Motorsports,service,United States,Miami,"3301 Northeast 2nd Avenue, Miami, FL 33137, USA",TNT,Miami,517.0,1896.0,191.0,327.0,75.0,844.0
Prestige and Supercars,,The Octane Collection,service,,,"Rudgwick Brickworks Unit 12a, Lynwick St, Rudgwick, Horsham RH12 3DH, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Prestige and Supercars,,The Supercar Rooms,service,,,"132 Elm Drive, Hartlebury Trading Estate, Hartlebury, Worcestershire DY10 4JB, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Prestige and Supercars,,TPE Ltd.,service,Japan,Shingū,"1201, 6-12-7 Nishi shinjuku, Shinjuku-ku, 1600023, Tokyo, Japan",ZAM,Zamboanga,4742.0,12934.0,1603.0,3140.0,634.0,7882.0
Prestige and Supercars,,Tramonti Diffusion Cars srl,service,Italy,Vittoria,"Viale Francesco Baracca, 15, 48121 Ravenna, RA, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Prestige and Supercars,,Ucars exclusive AB,service,Sweden,Umeå,"Södra vägen 2, 241 93 Eslöv, Sweden",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
Prestige and Supercars,,We Are Curated,service,United States,Miami,"2100 NE 2nd Ave, Miami, FL 33137, USA",TNT,Miami,517.0,1896.0,191.0,327.0,75.0,844.0
Race and rally cars,,Ascott Collection,service,France,Yerres,"Rue du Bel air, 78125 Gazeran, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Race and rally cars,,Can-Am Cars LTD,service,United States,Creve Coeur,"10665 Baur Blvd, Creve Coeur, MO 63132, USA",COE,Creve Coeur,2526.0,8096.0,861.0,1665.0,340.0,4191.0
Race and rally cars,,Classic Racing Cars by Geoffroy Peter,service,France,Yerres,"43b Rue Damrémont, Paris, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Race and rally cars,,Cult Sports Cars,service,Canada,Milton,"193 Milton Street, The Wood, Nelson 7010, New Zealand",NSE,Milton,1671.0,5823.0,574.0,1096.0,227.0,2767.0
Race and rally cars,,Duncan Hamilton Rofgo,service,United Kingdom,Winchester,"Duke Street, Micheldever, Winchester SO21 3DN, UK",WGO,Winchester,1687.0,5869.0,580.0,1107.0,229.0,2794.0
Race and rally cars,,Ecurie Bowden Classic cars,service,Australia,Whyalla,"Mooloolaba Rd, Buderim QLD 4556, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Race and rally cars,,Equipe Europe,service,France,Yerres,"Pl. de l'Église, 77390 Ozouer-le-Voulgis France, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Race and rally cars,,GMT Racing,service,,,"16 Commerce Road, Newtown, CT 06470, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Race and rally cars,,go.911 – markus schenkl,service,Germany,Zwickau,"Südschleife 12, 53518 Müllenbach, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Race and rally cars,,Grand Touring Cars Inc,service,United States,Scottsdale,"16060 North 81st Street, Scottsdale, AZ 85260, USA",SCF,Scottsdale,2793.0,8774.0,950.0,1843.0,376.0,4636.0
Race and rally cars,,Hall & Hall,service,United States,Graham,"Graham Hill Way, Bourne PE10 9PJ, UK",PGM,Graham,2739.0,8638.0,932.0,1807.0,369.0,4546.0
Race and rally cars,,Legends Automotive Ltd,service,United Kingdom,Bicester,"Bicester Heritage, Launton, Bicester OX26 5HA, UK",OXF,Oxford,449.0,1619.0,169.0,280.0,67.0,729.0
Race and rally cars,,Machines with a Mission,service,Belgium,Zwijndrecht,"Lijsterstraat 14, 3620 Lanaken, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Race and rally cars,,Mäkelä Auto-Tuning Oy,service,Finland,Ylöjärvi,"Välskärintie 3, 69100 Kannus, Finland",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
Race and rally cars,,Officina Caira,service,Belgium,Zwijndrecht,Belgium,HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Race and rally cars,,Rare Birds GmbH & Co. KG,service,Germany,Zwickau,"Leopoldring 1, 79098 Freiburg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Race and rally cars,,RMD bvba,service,Belgium,Zwijndrecht,"Zilverstraat 14-16, 2900 Schoten, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
