Category,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l,total_climate_impact
Classic Car Dealer,,Nuova City Motors S.r.l.,service,Italy,Vittoria,"Via Maria Bricca, 20, 10044 Pianezza, Metropolitan City of Turin, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Classic Car Dealer,,O’Kane Lavers Ltd,service,Canada,London,"London, UK",LGW,London,427.0,1590.0,160.0,267.0,42.0,694.0
Classic Car Dealer,,Octane Evo,service,Belgium,Zwijndrecht,"Rue Ernest Solvay 95, 7141 Carnières, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,OK-Classic GmbH,service,Austria,Wolfsberg,"Eduard-Klinger-Straße 18, 3423 Sankt Andrä-Wördern, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Classic Car Dealer,,Okoboji Classic Cars,service,United States,Milford,"810 Jeppeson Rd, Milford, IA 51351, USA",MLF,Milford,2687.0,8505.0,915.0,1773.0,362.0,4460.0
Classic Car Dealer,,Old Barn Motors,service,France,Yerres,"Rue Vauban, 67450 Mundolsheim, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Old Factory Garage,service,Italy,Vittoria,"Strada Tiberina Sud, 10, Perugia, Province of Perugia, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Classic Car Dealer,,Old Speed Classics,service,France,Yerres,"42 rue de Tauzia, 33800 Bordeaux, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Oldie Point GmbH,service,Austria,Wolfsberg,"Feldgasse 75, 2460 Bruck an der Leitha, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Classic Car Dealer,,Oldierama AG,service,Switzerland,Zürich,"Grossmatte 12A, 6014 Luzern, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Oldtimer Australia,service,Australia,Whyalla,"PO Box 138, Hamilton QLD 4007, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Oldtimer Centre,service,Australia,Whyalla,"29-31 Antoine Street, Rydalmere NSW 2116, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Oldtimer Centrum Aachen,service,Germany,Zwickau,"Metzgerstraße 66, 52070 Aachen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Oldtimer Galerie Laufenburg,service,Germany,Zwickau,"Lippersmatt 2, 79725 Laufenburg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Oldtimer Maasland,service,Belgium,Zwijndrecht,"Rijksweg 135, Lanklaar 3650 Dilsen-Stokkem, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Oldtimerboss,service,Germany,Zwickau,"Wiesenstraße 9, 74226 Nordheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Oldtimerfarm BVBA,service,Belgium,Zwijndrecht,"Lobulckstraat 9, 9880 Aalter, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Orlando Classic Cars,service,United States,Orlando,"506 Pine Street, Orlando, FL 32824, USA",ORL,Orlando,1974.0,6668.0,676.0,1298.0,267.0,3272.0
Classic Car Dealer,,Overstreet House of Cars,service,United States,Creve Coeur,"10623 Baur Blvd, Creve Coeur, MO 63132, USA",COE,Creve Coeur,2526.0,8096.0,861.0,1665.0,340.0,4191.0
Classic Car Dealer,,P.J.’s Auto World Classics,service,United States,Clearwater,"1370 Cleveland St, Clearwater, FL 33755, USA",CLW,Clearwater,1911.0,6492.0,655.0,1256.0,259.0,3167.0
Classic Car Dealer,,Palais de L’Automobile,service,France,Yerres,"1 Av. de Verdun, 16110 La Rochefoucauld-en-Angoumois, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Panorama Bay,service,United Kingdom,Poole,"36 Panorama Road, Sandbanks, Poole BH13 7RD, UK",MET,Moreton,6314.0,16080.0,2129.0,4185.0,842.0,10499.0
Classic Car Dealer,,Paramount Classic Cars,service,United States,Hickory,"3030 Falling Creek Rd, Hickory NC 28601, USA",HKY,Hickory,1838.0,6288.0,630.0,1207.0,249.0,3045.0
Classic Car Dealer,,Paris Motors Legend,service,France,Yerres,"17 Rue Marbeuf, 75008 Paris, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Park Place Ltd.,service,Ghana,Wa,"1880 136th Place Northeast, Bellevue, WA 98005, USA",WZA,Wa,,,,,,
Classic Car Dealer,,Passion 4 Classics,service,Netherlands,Zwolle,"Vliegdenweg 26, 1406 MZ Bussum, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Passione Classica Sas di Vigolo Matteo Mario & C.,service,Italy,Vittoria,"Via Debba, 15, 36023 Longare VI, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Classic Car Dealer,,Paul’s Classic Cars,service,France,Yerres,"26 Rue de l'Europe, 50710 Créances, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,PCH Automotive,service,Belgium,Zwijndrecht,"Avenue de Nancy 8a, 4020 Liège, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Pedigree Motorcars,service,United States,Delray Beach,"100 East Linton Boulevard, Delray Beach, FL 33483, USA",OSB,Delray Beach,2111.0,7046.0,722.0,1389.0,286.0,3500.0
Classic Car Dealer,,Pendine Historic Cars Ltd.,service,United Kingdom,Bicester,"Heritage, Buckingham Road, Launton, Bicester, Oxfordshire OX27 8AL, UK",OXF,Oxford,449.0,1619.0,169.0,280.0,67.0,729.0
Classic Car Dealer,,Percival Motor Company,service,United Kingdom,Maidstone,"Pye Corner, Ulcombe, Maidstone, Kent ME17 1EH, UK",XCM,Kent,1750.0,6043.0,601.0,1149.0,238.0,2899.0
Classic Car Dealer,,Performance Auto Gallery,service,United States,Rockville,"14803 Southlawn Lane, Rockville, MD 20850, USA",PKE,Takoma Park,7253.0,17960.0,2443.0,4810.0,966.0,12063.0
Classic Car Dealer,,Pessac Automobiles,service,France,Yerres,"400 Route de Toulouse, 33130 Bègles, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Pete’s Classic Car Sales,service,Australia,Whyalla,"6A Glenroy St, Athol Park SA 5012, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Peter Bradfield Ltd,service,Canada,London,"8 Reece Mews, South Kensington, London SW7 3HE, UK",LGW,London,427.0,1590.0,160.0,267.0,42.0,694.0
Classic Car Dealer,,Peter Jarvis Classic Cars,service,,,"Gildenhill Place, Gildenhill Rd, Swanley BR8 7PD, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Peter’s Motorcars,service,United States,Norwalk,"4915 OH-601, Norwalk, OH 44857, USA",MLF,Milford,2687.0,8505.0,915.0,1773.0,362.0,4460.0
Classic Car Dealer,,Peterborough Classic Cars Ltd,service,Canada,Peterborough,"25 Wisbech Rd, Thorney, Peterborough PE6 0SA, UK",YPQ,Peterborough,1618.0,5675.0,557.0,1061.0,220.0,2679.0
Classic Car Dealer,,Pfenninger Autos AG,service,Switzerland,Zürich,"Schwäntenmos 9, 8126 Zumikon, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Phakos Motors AG,service,Switzerland,Zürich,"Wangenstrasse 118, 3018 Bern, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Phil Newey Sports Cars,service,United States,Whittier,"1051 W Whittier Blvd, La Habra, CA 90631, USA",WHP,Los Angeles,2955.0,9185.0,1004.0,1951.0,397.0,4906.0
Classic Car Dealer,,Pilote Classics Ltd.,service,,,"15 Bensham Street, Boldon Colliery, Tyne and Wear NE35 9LN, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Pre-Select – fine Collectible Cars,service,Germany,Zwickau,"Wiebestraße 36 – 37, 10553 Berlin, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Precious Metals,service,Costa Rica,San Diego,"3647 Dalbergia Street, San Diego, CA 92113, USA",SAN,San Diego,2963.0,9203.0,1007.0,1956.0,398.0,4919.0
Classic Car Dealer,,Prestige Motor Gallery,service,Australia,Whyalla,"334 Princes Hwy, Carss Park NSW 2221, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Primo Classics International,service,Philippines,Alicia,"611 Alicia Rd, Lakeland, FL 33801, USA",BHG,Laguna,2388.0,7746.0,815.0,1573.0,322.0,3961.0
Classic Car Dealer,,Prins Classics,service,Netherlands,Zwolle,"Galvaniweg 1, 8071 SC Nunspeet, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Promocar automobili,service,Switzerland,Zürich,"Contrada San Marco 41, 6982 Agno, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Pyritz Classics GmbH,service,Germany,Zwickau,"Orber Straße 4a, 60386 Frankfurt am Main, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Q Classic Cars,service,Belgium,Zwijndrecht,"Nijverheidsstraat 45, 2570 Duffel, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,R&H Motor Car Group,service,United States,Solon,"6441 Davis Industrial Pkwy, Solon, OH 44139, USA",CID,Cedar Rapids,2014.0,6779.0,690.0,1324.0,273.0,3338.0
Classic Car Dealer,,Rainsfords Collectable Cars,service,Australia,Whyalla,"3 Commercial Street, Marleston SA 5033, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Rapley Classic Car,service,Argentina,Federal,"500 Federal Road, Brookfield, CT 06804, USA",NUQ,Federal,2954.0,9181.0,1004.0,1950.0,397.0,4904.0
Classic Car Dealer,,Rare et d’origine,service,France,Yerres,"31 Avenue Général Leclerc, 71150 Chagny, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Real Art on Wheels BV,service,Netherlands,Zwolle,"Leimuiderdijk 237, 2154 MN Burgerveen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Regent Classic Cars,service,Canada,Abbotsford,"2450 South Highway Dr SE, Redcliff, AB T0J 2P0, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
Classic Car Dealer,,Reimel Motor Cars,service,United Kingdom,Chester,"211 Patton Ave, West Chester, PA 19380, USA",CEG,Chester,473.0,1718.0,177.0,297.0,70.0,770.0
Classic Car Dealer,,Reller Automobile GmbH,service,Germany,Zwickau,"Steinbruchweg 16-22, 33106 Paderborn, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Retro-City,service,Belgium,Zwijndrecht,"Energielaan 1, 2950 Kapellen, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Retrocars Bremen GmbH,service,Germany,Zwickau,"Konsul-Smidt-Straße 22, 28217 Bremen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Retrosport SL,service,Spain,Zubia,"Avenida Milán, 18, 19200 Azuqueca de Henares, Spain",LMZ,Palma,2325.0,7587.0,794.0,1531.0,314.0,3856.0
Classic Car Dealer,,Revival Motors,service,Germany,Celle,"1 Grande Rue, 78170 La Celle-Saint-Cloud, France",BRE,Bremen,578.0,2148.0,211.0,368.0,83.0,946.0
Classic Car Dealer,,RHB Classics B.V.,service,Germany,Hof,"Gerdina's Hof 1A, 4191 MX Geldermalsen, Netherlands",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,RMC Miami,service,United States,Miami,"7380 Northwest 8th Street, Miami, FL 33126, USA",TNT,Miami,517.0,1896.0,191.0,327.0,75.0,844.0
Classic Car Dealer,,Robert Glover Ltd,service,United Kingdom,Bicester,"Bicester Heritage, Buckingham Rd, Launton, Bicester OX27 8AL, UK",OXF,Oxford,449.0,1619.0,169.0,280.0,67.0,729.0
Classic Car Dealer,,Roberto Menegatto,service,Italy,Vittoria,"Viale Alessandro Guidoni, 81, 50127 Firenze, Metropolitan City of Florence, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Classic Car Dealer,,Rock ‘n Roll Classics,service,Belgium,Zwijndrecht,"Gistelsteenweg 4, 8200 Brugge, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Royal Automobile,service,France,Yerres,"15 Av. Rapp, 75007 Paris, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Ruote da Sogno SRL,service,Italy,Vittoria,"Via Daniele da Torricella, 29, 42122 Reggio Emilia, RE, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Classic Car Dealer,,S2 Classic Cars,service,Netherlands,Zwolle,"Goudstraat 23, 7554 ND Hengelo, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Sabeti Motors,service,Ghana,Wa,"5801 South Tacoma Way, Tacoma, WA 98409, USA",WZA,Wa,,,,,,
Classic Car Dealer,,San Francisco Sports Cars,service,Chile,San Carlos,"191 Industrial Rd, San Carlos, CA 94070, USA",SQL,San Carlos,2955.0,9185.0,1004.0,1951.0,397.0,4906.0
Classic Car Dealer,,Sander Buitink Auto’s,service,Netherlands,Zwolle,"Gildenweg 5, 7021 BS Zelhem, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Santiago Sports and Classics,service,United States,Oklahoma City,"501 East Britton Road, Oklahoma City, OK 73114, USA",OKC,Oklahoma City,2324.0,7586.0,793.0,1531.0,314.0,3855.0
Classic Car Dealer,,sas Duchambon Collection,service,Canada,Saint-Laurent,"Château de Walmath, 87240 Saint-Laurent-les-Églises, France",YSJ,Saint-Laurent,1267.0,4700.0,439.0,828.0,174.0,2095.0
Classic Car Dealer,,Savex GmbH,service,Germany,Zwickau,"Am Zollstock 2A, 76689 Karlsdorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Schaltkulisse GmbH,service,Germany,Zwickau,"Hochstraße 21-23, 82024 Taufkirchen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Schipper Classic & Sportscars,service,Netherlands,Zwolle,"Zonnekracht 35, 7671RP Vriezenveen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Schwarzenbach Agentur für klassische Automobile,service,Germany,Zwickau,"Greifenberger Straße 5, 82279 Eching am Ammersee, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Scottsdale Autos Online,service,United States,Scottsdale,"8230 E Raintree Dr, Scottsdale, AZ 85260, USA",SCF,Scottsdale,2793.0,8774.0,950.0,1843.0,376.0,4636.0
Classic Car Dealer,,Scuderia de Vries,service,Netherlands,Zwolle,"Seeaster 12, 9051 VG Stiens, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Scuderia Renania GmbH,service,Germany,Zwickau,"Tußmannstrasse 95, 40477 Düsseldorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Selected Car Investment,service,Denmark,Viborg,"Stensgårdvej 15, 5500 Middelfart, Denmark",BRE,Bremen,578.0,2148.0,211.0,368.0,83.0,946.0
Classic Car Dealer,,Seven Hills Motorcars,service,,,"9213 Blue Ash Rd, Blue Ash, OH 45242, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Severi Auto Classic,service,France,Yerres,"Z.I. Secteur D11 22, allée des Géomètres, 06700 Saint Laurent du Var, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Sharp & Sons USA of Yesterday Motors,service,United Kingdom,St Helens,"455 St Helens Ave, Tacoma, WA 98402, USA",HLS,St Helens,7342.0,18139.0,2473.0,4869.0,978.0,12211.0
Classic Car Dealer,,Significant Cars,service,United States,Indianapolis,"2225 East 54th Street, Indianapolis, IN 46220, USA",IND,Indianapolis,1906.0,6479.0,653.0,1253.0,258.0,3159.0
Classic Car Dealer,,Skyway Classics,service,United States,Bradenton,"10420 Portal Crossing, Bradenton, FL 34211, USA",SRQ,Bradenton,2033.0,6834.0,696.0,1337.0,275.0,3370.0
Classic Car Dealer,,Slades Garage,service,,,"Church Road, Penn, High Wycombe HP10 8LY, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Sloetjes Classic & Exclusive Cars,service,Netherlands,Zwolle,"Terborgseweg 1, 7091 DP Dinxperlo, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Smiths-Veglia,service,Netherlands,Zwolle,"Van Asch van Wijckskade 14D, 3512 VP Utrecht, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Sodep Vintage Cars,service,France,Yerres,"10b Av. du Dr Schweitzer, 69330 Meyzieu, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Söderström Classic Sportscar,service,Sweden,Umeå,"Amicitiagatan 21, 21618 Limhamn, Sweden",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
Classic Car Dealer,,"Soneff’s Master Garage, Inc.",service,United States,Denver,"2140 Arapahoe St, Denver, CO 80205, USA",APA,Denver,2433.0,7862.0,830.0,1603.0,328.0,4036.0
Classic Car Dealer,,Specialty Sales Classics,service,United States,Fairfield,"103 Commerce Ct, Fairfield, CA 94534, USA",FFL,Fairfield,2038.0,6847.0,698.0,1341.0,276.0,3379.0
Classic Car Dealer,,Speedmaster Cars,service,,,"Sandbeck Way, Wetherby LS22 7DN, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Spinningwheel Classic Cars,service,United Kingdom,Chesterfield,"Birkin Ln, Ashover, Chesterfield S45 0LQ, UK",YCS,Chesterfield,1690.0,5877.0,581.0,1109.0,230.0,2799.0
Classic Car Dealer,,Sports Classics Geneva,service,Switzerland,Zürich,"Route de Saint-Cergue 298, 1260 Nyon, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Sportwagenhaus,service,Austria,Wolfsberg,"Wiener Straße 47. 4020 Linz, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Classic Car Dealer,,Springbok Sportwagen GmbH,service,Germany,Zwickau,"Dannhornweg 2, 30916 Isernhagen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Spurr Classic Cars,service,United Kingdom,Sheffield,"Old Wheel Farm, Rowell Lane, Loxley, Sheffield S6 6SD, UK",DSA,Sheffield,494.0,1800.0,183.0,311.0,72.0,805.0
Classic Car Dealer,,St Andrews Autos,service,United Kingdom,Chelmsford,"Phillips Farm, Highwood Road, Chelmsford CM1 3PX, UK",CDW,Essex,1552.0,5492.0,535.0,1017.0,211.0,2569.0
Classic Car Dealer,,Starchiefs Classic Cars,service,Netherlands,Zwolle,"Handelsweg 4, 4231 EZ Meerkerk, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Steenbuck Automobiles GmbH,service,Germany,Zwickau,"Hainholzweg 1, Lübberstedt 21376 Gödenstorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Stehling Automobile,service,Germany,Zwickau,"Wiebestraße 36 – 37, 10553 Berlin, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Steiner & Partner Classic Cars GmbH,service,Austria,Wolfsberg,"Bauernmarkt 19/12, 1010 Vienna, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Classic Car Dealer,,Stelvio Automobili,service,Denmark,Viborg,"Måløv Værkstedsby 93, 2760 Måløv, Denmark",BRE,Bremen,578.0,2148.0,211.0,368.0,83.0,946.0
Classic Car Dealer,,Straderial,service,France,Yerres,"1831 Rte des Diacquenods, 74370 Fillière, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Strassenklassiker,service,Germany,Zwickau,"Hansestraße 15, 48165 Münster, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Streetside Classics,service,United States,Mesa,"614 East Auto Center Drive, Mesa, AZ 85204, USA",AZA,Mesa,1255.0,4667.0,435.0,820.0,172.0,2075.0
Classic Car Dealer,,Stuurman Classic Cars,service,Netherlands,Zwolle,"Stationsweg 88, 6075 CD Herkenbosch, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Sunrise Cars,service,Argentina,Victoria,"1151 Victoria Road, West Ryde NSW 2114, Australia",YWH,Victoria,2655.0,8423.0,904.0,1751.0,358.0,4406.0
Classic Car Dealer,,Superplus Classics & Sportscars,service,Germany,Zwickau,"Hansestraße 15, 48165 Münster, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Sussex Sports Cars,service,United Kingdom,Lewes,"Ham Lane, Lewes BN7 3PS, UK",LEW,Lewes,1401.0,5071.0,484.0,917.0,191.0,2318.0
Classic Car Dealer,,Symbolic International,service,Costa Rica,San Diego,"9340 Dowdy Dr Ste102, San Diego, CA 92126, USA",SAN,San Diego,2963.0,9203.0,1007.0,1956.0,398.0,4919.0
Classic Car Dealer,,Tacquet Car Vintage,service,France,Yerres,"Rue du Chemin Vert, 62220 Carvin, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,The Barn Miami,service,United States,Doral,"7821 Northwest 52nd Street, Doral, FL 33166, USA",TNT,Miami,517.0,1896.0,191.0,327.0,75.0,844.0
Classic Car Dealer,,The Classic Car Gallery,service,United States,Fairfield,"2316 Fairfield Ave, Bridgeport, CT 06605, USA",FFL,Fairfield,2038.0,6847.0,698.0,1341.0,276.0,3379.0
Classic Car Dealer,,The Classic Connection,service,,,"Pound Lane, Burley, Ringwood BH24 4EB, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,The Classic Motor Hub,service,United Kingdom,Cirencester,"Old Walls, Ablington, Bibury, Cirencester GL7 5FF, UK",GLO,Cheltenham,446.0,1608.0,168.0,278.0,66.0,724.0
Classic Car Dealer,,The Hairpin Company,service,,,"Streete Farm, Calne SN11 8RH, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,The Houtkamp Collection,service,Netherlands,Zwolle,"Ambachtenstraat 80, 1191 JN Ouderkerk aan de Amstel, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,The Last Detail,service,United States,Chicago,"2900 Skokie Hwy, North Chicago, IL 60064, USA",PWK,Chicago,1912.0,6497.0,655.0,1257.0,259.0,3169.0
Classic Car Dealer,,The Paddocks,service,Belgium,Zwijndrecht,"Turnhoutsebaan 529, 2970 Wijnegem, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,The School Garage,service,United Kingdom,Macclesfield,"Macclesfield Road, Whaley Bridge, High Peak SK23 7DQ,, UK",MHT,Manchester,1445.0,5195.0,499.0,946.0,197.0,2391.0
Classic Car Dealer,,"The Stable, Ltd.",service,Australia,Gladstone,"217 Main St, Gladstone, NJ 07934, USA",GLT,Gladstone,7071.0,17596.0,2382.0,4689.0,942.0,11760.0
Classic Car Dealer,,The Vault,service,United States,Jackson,"390 Commerce Park Drive, Jackson, MS 39213, USA",JAN,Jackson,2162.0,7174.0,739.0,1423.0,292.0,3585.0
Classic Car Dealer,,Thiesen Berlin GmbH,service,Germany,Zwickau,"Wiebestraße 36 – 37, 10553 Berlin, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Thiesen Hamburg GmbH,service,Germany,Zwickau,"Griegstraße 73, 22763 Hamburg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Thonemann Sportwagen,service,Germany,Zwickau,"Johann-Gutenberg-Straße 7, 61273 Wehrheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Throttlestop,service,United States,Elkhart,"20 Victory Ln, Elkhart Lake, WI 53020, USA",EKI,Elkhart,1864.0,6361.0,639.0,1225.0,253.0,3089.0
Classic Car Dealer,,Tillack & Co.,service,Turkmenistan,Mary,"639 Mary Ann Drive, Redondo Beach, CA 90278, USA",MYP,Mary,1768.0,6095.0,607.0,1161.0,240.0,2929.0
Classic Car Dealer,,Tim Classic,service,France,Yerres,"14 Rue Raspail, 92400 Courbevoie, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Tom Hartley Jnr,service,,,"Ivanhoe Business Park, Tom Bill Way, Ashby-de-la-Zouch LE65 2UY, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Tomini Classics,service,United Arab Emirates,Umm al Qaywayn,"24th Street, Umm Suqeim Road, Al Barsha 2 Dubai,United Arab Emirates",ALE,Umm al Qaywayn,2633.0,8369.0,897.0,1737.0,355.0,4370.0
Classic Car Dealer,,Top Classics,service,Croatia,Zaprešić,"Puškarićeva ulica 15, 10250, Lučko, Croatia",OAR,Marina,2651.0,8414.0,903.0,1749.0,357.0,4400.0
Classic Car Dealer,,Top Marques Deluxe Car,service,Italy,Vittoria,"Viale XI Febbraio, 44, 36061 Bassano del Grappa, VI, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Classic Car Dealer,,Torque Classic Cars LLC,service,United States,West Palm Beach,"7891 Central Industrial Dr #800, West Palm Beach, FL 33404, USA",LNA,West Palm Beach,1972.0,6662.0,675.0,1297.0,267.0,3269.0
Classic Car Dealer,,Touring Garage AG,service,Switzerland,Zürich,"Wehntalerstrasse 25, 8165 Oberweningen, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
